,0
11011,400.0
11012,50.0
11013,942.0
11014,645.0
11015,391.0
11016,892.0
11017,60.0
11018,764.0
11019,769.0
11020,4.0
11021,582.0
11022,663.0
11023,954.0
11024,999.0
11025,470.0
11026,456.0
11027,496.0
11028,173.0
11029,983.0
11030,257.0
11031,581.0
11032,917.0
11033,70.0
11034,263.0
11035,510.0
11036,264.0
11037,329.0
11038,91.0
11039,178.0
11040,119.0
11041,11.0
11042,401.0
11043,297.0
11044,624.0
11045,138.0
11046,608.0
11047,225.0
11048,351.0
11049,624.0
11050,350.0
11051,233.0
11052,46.0
11053,712.0
11054,563.0
11055,431.0
11056,724.0
11057,40.0
11058,870.0
11059,195.0
11060,67.0
11061,499.0
11062,325.0
11063,926.0
11064,864.0
11065,106.0
11066,295.0
11067,824.0
11068,973.0
11069,677.0
11070,469.0
11071,733.0
11072,484.0
11073,866.0
11074,261.0
11075,961.0
11076,553.0
11077,833.0
11078,70.0
11079,473.0
11080,339.0
11081,234.0
11082,25.0
11083,489.0
11084,289.0
11085,511.0
11086,931.0
11087,850.0
11088,231.0
11089,215.0
11090,485.0
11091,328.0
11092,454.0
11093,144.0
11094,811.0
11095,862.0
11096,247.0
11097,815.0
11098,453.0
11099,695.0
11100,344.0
11101,453.0
11102,900.0
11103,146.0
11104,70.0
11105,777.0
11106,434.0
11107,980.0
11108,234.0
11109,508.0
11110,258.0
11111,450.0
11112,599.0
11113,567.0
11114,569.0
11115,777.0
11116,719.0
11117,504.0
11118,96.0
11119,698.0
11120,741.0
11121,993.0
11122,31.0
11123,575.0
11124,938.0
11125,398.0
11126,214.0
11127,93.0
11128,55.0
11129,51.0
11130,659.0
11131,30.0
11132,577.0
11133,5.0
11134,212.0
11135,493.0
11136,627.0
11137,720.0
11138,338.0
11139,769.0
11140,696.0
11141,791.0
11142,678.0
11143,42.0
11144,38.0
11145,480.0
11146,381.0
11147,268.0
11148,269.0
11149,762.0
11150,706.0
11151,707.0
11152,874.0
11153,380.0
11154,53.0
11155,208.0
11156,999.0
11157,874.0
11158,651.0
11159,501.0
11160,323.0
11161,65.0
11162,188.0
11163,0.0
11164,211.0
11165,611.0
11166,524.0
11167,10.0
11168,853.0
11169,278.0
11170,965.0
11171,313.0
11172,70.0
11173,417.0
11174,202.0
11175,33.0
11176,60.0
11177,282.0
11178,166.0
11179,118.0
11180,153.0
11181,357.0
11182,656.0
11183,470.0
11184,176.0
11185,739.0
11186,568.0
11187,7.0
11188,910.0
11189,906.0
11190,606.0
11191,884.0
11192,173.0
11193,661.0
11194,848.0
11195,491.0
11196,1.0
11197,239.0
11198,58.0
11199,868.0
11200,461.0
11201,68.0
11202,220.0
11203,369.0
11204,448.0
11205,540.0
11206,975.0
11207,428.0
11208,11.0
11209,106.0
11210,369.0
11211,391.0
11212,242.0
11213,674.0
11214,169.0
11215,580.0
11216,144.0
11217,366.0
11218,376.0
11219,232.0
11220,797.0
11221,386.0
11222,520.0
11223,730.0
11224,262.0
11225,65.0
11226,895.0
11227,188.0
11228,543.0
11229,978.0
11230,383.0
11231,821.0
11232,606.0
11233,53.0
11234,832.0
11235,567.0
11236,138.0
11237,427.0
11238,202.0
11239,429.0
11240,855.0
11241,741.0
11242,828.0
11243,870.0
11244,438.0
11245,970.0
11246,599.0
11247,544.0
11248,744.0
11249,155.0
11250,688.0
11251,95.0
11252,312.0
11253,283.0
11254,532.0
11255,143.0
11256,242.0
11257,289.0
11258,187.0
11259,599.0
11260,492.0
11261,333.0
11262,415.0
11263,514.0
11264,659.0
11265,718.0
11266,870.0
11267,172.0
11268,795.0
11269,596.0
11270,564.0
11271,255.0
11272,765.0
11273,683.0
11274,678.0
11275,266.0
11276,423.0
11277,127.0
11278,201.0
11279,832.0
11280,747.0
11281,246.0
11282,438.0
11283,591.0
11284,319.0
11285,160.0
11286,510.0
11287,820.0
11288,832.0
11289,16.0
11290,317.0
11291,33.0
11292,444.0
11293,675.0
11294,982.0
11295,218.0
11296,380.0
11297,849.0
11298,851.0
11299,925.0
11300,924.0
11301,872.0
11302,62.0
11303,97.0
11304,921.0
11305,577.0
11306,994.0
11307,132.0
11308,473.0
11309,579.0
11310,915.0
11311,741.0
11312,489.0
11313,58.0
11314,654.0
11315,653.0
11316,30.0
11317,153.0
11318,750.0
11319,192.0
11320,28.0
11321,537.0
11322,962.0
11323,667.0
11324,828.0
11325,698.0
11326,92.0
11327,26.0
11328,936.0
11329,471.0
11330,988.0
11331,64.0
11332,298.0
11333,53.0
11334,63.0
11335,79.0
11336,181.0
11337,732.0
11338,746.0
11339,134.0
11340,203.0
11341,446.0
11342,895.0
11343,378.0
11344,957.0
11345,672.0
11346,551.0
11347,688.0
11348,175.0
11349,139.0
11350,787.0
11351,37.0
11352,574.0
11353,521.0
11354,603.0
11355,425.0
11356,17.0
11357,213.0
11358,330.0
11359,710.0
11360,937.0
11361,187.0
11362,112.0
11363,533.0
11364,330.0
11365,280.0
11366,47.0
11367,748.0
11368,332.0
11369,698.0
11370,14.0
11371,969.0
11372,13.0
11373,604.0
11374,761.0
11375,246.0
11376,252.0
11377,202.0
11378,0.0
11379,607.0
11380,150.0
11381,702.0
11382,599.0
11383,72.0
11384,685.0
11385,690.0
11386,186.0
11387,413.0
11388,403.0
11389,275.0
11390,554.0
11391,118.0
11392,204.0
11393,123.0
11394,846.0
11395,516.0
11396,576.0
11397,622.0
11398,145.0
11399,371.0
11400,429.0
11401,957.0
11402,505.0
11403,521.0
11404,806.0
11405,260.0
11406,656.0
11407,966.0
11408,88.0
11409,996.0
11410,815.0
11411,679.0
11412,314.0
11413,96.0
11414,949.0
11415,834.0
11416,881.0
11417,148.0
11418,106.0
11419,445.0
11420,179.0
11421,30.0
11422,500.0
11423,504.0
11424,90.0
11425,732.0
11426,82.0
11427,794.0
11428,165.0
11429,69.0
11430,885.0
11431,103.0
11432,371.0
11433,380.0
11434,23.0
11435,477.0
11436,611.0
11437,565.0
11438,531.0
11439,399.0
11440,399.0
11441,628.0
11442,641.0
11443,417.0
11444,563.0
11445,723.0
11446,393.0
11447,448.0
11448,646.0
11449,737.0
11450,814.0
11451,386.0
11452,308.0
11453,80.0
11454,159.0
11455,692.0
11456,644.0
11457,376.0
11458,141.0
11459,685.0
11460,728.0
11461,904.0
11462,123.0
11463,701.0
11464,658.0
11465,815.0
11466,130.0
11467,5.0
11468,388.0
11469,720.0
11470,889.0
11471,841.0
11472,649.0
11473,125.0
11474,498.0
11475,553.0
11476,267.0
11477,114.0
11478,544.0
11479,866.0
11480,117.0
11481,587.0
11482,719.0
11483,937.0
11484,270.0
11485,25.0
11486,901.0
11487,803.0
11488,462.0
11489,681.0
11490,595.0
11491,446.0
11492,497.0
11493,71.0
11494,864.0
11495,380.0
11496,612.0
11497,331.0
11498,717.0
11499,673.0
11500,589.0
11501,530.0
11502,682.0
11503,151.0
11504,674.0
11505,953.0
11506,682.0
11507,373.0
11508,439.0
11509,758.0
11510,32.0
11511,758.0
11512,152.0
11513,44.0
11514,186.0
11515,694.0
11516,701.0
11517,513.0
11518,301.0
11519,589.0
11520,294.0
11521,446.0
11522,799.0
11523,434.0
11524,92.0
11525,798.0
11526,174.0
11527,422.0
11528,920.0
11529,208.0
11530,761.0
11531,543.0
11532,84.0
11533,929.0
11534,592.0
11535,446.0
11536,18.0
11537,600.0
11538,121.0
11539,904.0
11540,555.0
11541,829.0
11542,826.0
11543,969.0
11544,391.0
11545,348.0
11546,584.0
11547,437.0
11548,782.0
11549,957.0
11550,263.0
11551,490.0
11552,982.0
11553,368.0
11554,809.0
11555,720.0
11556,700.0
11557,391.0
11558,397.0
11559,742.0
11560,708.0
11561,845.0
11562,57.0
11563,243.0
11564,226.0
11565,233.0
11566,807.0
11567,762.0
11568,904.0
11569,453.0
11570,709.0
11571,978.0
11572,160.0
11573,641.0
11574,233.0
11575,495.0
11576,821.0
11577,115.0
11578,959.0
11579,432.0
11580,538.0
11581,447.0
11582,174.0
11583,846.0
11584,261.0
11585,680.0
11586,132.0
11587,822.0
11588,297.0
11589,686.0
11590,408.0
11591,793.0
11592,167.0
11593,742.0
11594,357.0
11595,802.0
11596,279.0
11597,765.0
11598,453.0
11599,643.0
11600,297.0
11601,677.0
11602,361.0
11603,68.0
11604,785.0
11605,717.0
11606,602.0
11607,996.0
11608,585.0
11609,531.0
11610,918.0
11611,998.0
11612,420.0
11613,62.0
11614,707.0
11615,538.0
11616,578.0
11617,556.0
11618,62.0
11619,547.0
11620,715.0
11621,116.0
11622,396.0
11623,277.0
11624,230.0
11625,612.0
11626,589.0
11627,40.0
11628,451.0
11629,194.0
11630,974.0
11631,5.0
11632,263.0
11633,556.0
11634,760.0
11635,390.0
11636,173.0
11637,876.0
11638,683.0
11639,928.0
11640,790.0
11641,523.0
11642,847.0
11643,896.0
11644,788.0
11645,699.0
11646,554.0
11647,926.0
11648,393.0
11649,793.0
11650,224.0
11651,723.0
11652,84.0
11653,175.0
11654,212.0
11655,80.0
11656,745.0
11657,436.0
11658,531.0
11659,36.0
11660,611.0
11661,428.0
11662,678.0
11663,936.0
11664,782.0
11665,164.0
11666,829.0
11667,690.0
11668,420.0
11669,751.0
11670,343.0
11671,28.0
11672,56.0
11673,207.0
11674,529.0
11675,253.0
11676,840.0
11677,186.0
11678,748.0
11679,34.0
11680,24.0
11681,415.0
11682,438.0
11683,309.0
11684,830.0
11685,627.0
11686,248.0
11687,881.0
11688,848.0
11689,537.0
11690,786.0
11691,268.0
11692,14.0
11693,933.0
11694,671.0
11695,907.0
11696,124.0
11697,665.0
11698,967.0
11699,6.0
11700,78.0
11701,472.0
11702,335.0
11703,147.0
11704,728.0
11705,52.0
11706,794.0
11707,702.0
11708,513.0
11709,616.0
11710,102.0
11711,461.0
11712,408.0
11713,538.0
11714,201.0
11715,80.0
11716,684.0
11717,957.0
11718,732.0
11719,236.0
11720,46.0
11721,95.0
11722,10.0
11723,408.0
11724,394.0
11725,702.0
11726,670.0
11727,672.0
11728,133.0
11729,714.0
11730,37.0
11731,142.0
11732,574.0
11733,511.0
11734,737.0
11735,310.0
11736,975.0
11737,428.0
11738,586.0
11739,956.0
11740,254.0
11741,32.0
11742,140.0
11743,467.0
11744,854.0
11745,722.0
11746,526.0
11747,833.0
11748,994.0
11749,733.0
11750,39.0
11751,15.0
11752,994.0
11753,298.0
11754,732.0
11755,173.0
11756,763.0
11757,402.0
11758,69.0
11759,772.0
11760,634.0
11761,445.0
11762,944.0
11763,314.0
11764,813.0
11765,272.0
11766,940.0
11767,977.0
11768,223.0
11769,796.0
11770,808.0
11771,377.0
11772,133.0
11773,492.0
11774,839.0
11775,784.0
11776,643.0
11777,881.0
11778,482.0
11779,998.0
11780,4.0
11781,574.0
11782,742.0
11783,998.0
11784,894.0
11785,959.0
11786,953.0
11787,633.0
11788,125.0
11789,51.0
11790,46.0
11791,352.0
11792,540.0
11793,688.0
11794,276.0
11795,297.0
11796,389.0
11797,679.0
11798,799.0
11799,510.0
11800,846.0
11801,196.0
11802,423.0
11803,763.0
11804,793.0
11805,727.0
11806,955.0
11807,314.0
11808,603.0
11809,490.0
11810,460.0
11811,808.0
11812,784.0
11813,432.0
11814,3.0
11815,315.0
11816,194.0
11817,37.0
11818,917.0
11819,67.0
11820,213.0
11821,32.0
11822,63.0
11823,96.0
11824,653.0
11825,642.0
11826,66.0
11827,12.0
11828,647.0
11829,367.0
11830,602.0
11831,918.0
11832,348.0
11833,343.0
11834,863.0
11835,522.0
11836,584.0
11837,409.0
11838,967.0
11839,374.0
11840,484.0
11841,90.0
11842,47.0
11843,831.0
11844,861.0
11845,760.0
11846,625.0
11847,169.0
11848,443.0
11849,481.0
11850,331.0
11851,29.0
11852,462.0
11853,718.0
11854,232.0
11855,9.0
11856,280.0
11857,625.0
11858,351.0
11859,795.0
11860,348.0
11861,990.0
11862,924.0
11863,141.0
11864,536.0
11865,93.0
11866,537.0
11867,477.0
11868,649.0
11869,827.0
11870,221.0
11871,228.0
11872,486.0
11873,382.0
11874,556.0
11875,861.0
11876,393.0
11877,481.0
11878,381.0
11879,340.0
11880,880.0
11881,351.0
11882,749.0
11883,484.0
11884,798.0
11885,642.0
11886,425.0
11887,227.0
11888,416.0
11889,78.0
11890,770.0
11891,465.0
11892,375.0
11893,178.0
11894,932.0
11895,532.0
11896,711.0
11897,462.0
11898,253.0
11899,288.0
11900,272.0
11901,689.0
11902,148.0
11903,126.0
11904,548.0
11905,682.0
11906,138.0
11907,406.0
11908,138.0
11909,905.0
11910,811.0
11911,326.0
11912,271.0
11913,954.0
11914,749.0
11915,561.0
11916,816.0
11917,326.0
11918,933.0
11919,246.0
11920,300.0
11921,154.0
11922,940.0
11923,904.0
11924,40.0
11925,192.0
11926,257.0
11927,463.0
11928,998.0
11929,235.0
11930,860.0
11931,781.0
11932,820.0
11933,960.0
11934,378.0
11935,638.0
11936,713.0
11937,852.0
11938,114.0
11939,414.0
11940,359.0
11941,625.0
11942,567.0
11943,416.0
11944,21.0
11945,843.0
11946,184.0
11947,26.0
11948,841.0
11949,231.0
11950,417.0
11951,733.0
11952,546.0
11953,10.0
11954,227.0
11955,502.0
11956,135.0
11957,899.0
11958,100.0
11959,897.0
11960,842.0
11961,475.0
11962,100.0
11963,411.0
11964,288.0
11965,897.0
11966,876.0
11967,813.0
11968,439.0
11969,427.0
11970,274.0
11971,82.0
11972,445.0
11973,828.0
11974,914.0
11975,134.0
11976,182.0
11977,23.0
11978,661.0
11979,289.0
11980,449.0
11981,533.0
11982,784.0
11983,299.0
11984,95.0
11985,47.0
11986,142.0
11987,417.0
11988,834.0
11989,859.0
11990,376.0
11991,382.0
11992,910.0
11993,45.0
11994,509.0
11995,659.0
11996,300.0
11997,482.0
11998,801.0
11999,779.0
12000,849.0
12001,174.0
12002,4.0
12003,779.0
12004,439.0
12005,241.0
12006,220.0
12007,748.0
12008,346.0
12009,86.0
12010,424.0
12011,461.0
12012,727.0
12013,931.0
12014,932.0
12015,118.0
12016,710.0
12017,834.0
12018,547.0
12019,170.0
12020,829.0
12021,590.0
12022,326.0
12023,972.0
12024,42.0
12025,359.0
12026,519.0
12027,440.0
12028,524.0
12029,759.0
12030,315.0
12031,538.0
12032,651.0
12033,884.0
12034,882.0
12035,829.0
12036,458.0
12037,295.0
12038,53.0
12039,853.0
12040,143.0
12041,195.0
12042,618.0
12043,499.0
12044,577.0
12045,80.0
12046,611.0
12047,441.0
12048,548.0
12049,307.0
12050,485.0
12051,19.0
12052,854.0
12053,368.0
12054,540.0
12055,578.0
12056,119.0
12057,491.0
12058,836.0
12059,271.0
12060,426.0
12061,255.0
12062,131.0
12063,189.0
12064,999.0
12065,453.0
12066,546.0
12067,110.0
12068,293.0
12069,391.0
12070,984.0
12071,427.0
12072,104.0
12073,675.0
12074,386.0
12075,669.0
12076,923.0
12077,539.0
12078,206.0
12079,566.0
12080,822.0
12081,522.0
12082,864.0
12083,628.0
12084,9.0
12085,858.0
12086,172.0
12087,498.0
12088,894.0
12089,748.0
12090,845.0
12091,977.0
12092,947.0
12093,317.0
12094,828.0
12095,868.0
12096,317.0
12097,947.0
12098,698.0
12099,835.0
12100,97.0
12101,904.0
12102,230.0
12103,133.0
12104,346.0
12105,559.0
12106,820.0
12107,562.0
12108,80.0
12109,650.0
12110,231.0
12111,490.0
12112,8.0
12113,413.0
12114,7.0
12115,35.0
12116,644.0
12117,185.0
12118,570.0
12119,59.0
12120,83.0
12121,812.0
12122,798.0
12123,535.0
12124,487.0
12125,742.0
12126,285.0
12127,547.0
12128,240.0
12129,429.0
12130,406.0
12131,316.0
12132,763.0
12133,3.0
12134,590.0
12135,320.0
12136,345.0
12137,140.0
12138,808.0
12139,18.0
12140,780.0
12141,58.0
12142,588.0
12143,492.0
12144,838.0
12145,297.0
12146,316.0
12147,183.0
12148,646.0
12149,72.0
12150,118.0
12151,435.0
12152,613.0
12153,517.0
12154,682.0
12155,996.0
12156,601.0
12157,87.0
12158,516.0
12159,945.0
12160,857.0
12161,352.0
12162,708.0
12163,821.0
12164,562.0
12165,865.0
12166,395.0
12167,402.0
12168,310.0
12169,762.0
12170,310.0
12171,301.0
12172,343.0
12173,380.0
12174,767.0
12175,354.0
12176,443.0
12177,421.0
12178,944.0
12179,846.0
12180,196.0
12181,904.0
12182,354.0
12183,765.0
12184,134.0
12185,370.0
12186,580.0
12187,633.0
12188,376.0
12189,274.0
12190,951.0
12191,475.0
12192,542.0
12193,80.0
12194,655.0
12195,644.0
12196,961.0
12197,363.0
12198,761.0
12199,267.0
12200,927.0
12201,189.0
12202,220.0
12203,261.0
12204,0.0
12205,38.0
12206,935.0
12207,400.0
12208,221.0
12209,367.0
12210,51.0
12211,738.0
12212,555.0
12213,684.0
12214,683.0
12215,799.0
12216,35.0
12217,440.0
12218,899.0
12219,495.0
12220,671.0
12221,528.0
12222,608.0
12223,824.0
12224,654.0
12225,156.0
12226,915.0
12227,69.0
12228,267.0
12229,236.0
12230,5.0
12231,659.0
12232,813.0
12233,606.0
12234,345.0
12235,138.0
12236,993.0
12237,850.0
12238,974.0
12239,839.0
12240,746.0
12241,164.0
12242,108.0
12243,940.0
12244,14.0
12245,638.0
12246,830.0
12247,303.0
12248,846.0
12249,995.0
12250,900.0
12251,461.0
12252,844.0
12253,31.0
12254,696.0
12255,306.0
12256,894.0
12257,607.0
12258,939.0
12259,45.0
12260,394.0
12261,975.0
12262,919.0
12263,364.0
12264,28.0
12265,6.0
12266,189.0
12267,449.0
12268,612.0
12269,456.0
12270,999.0
12271,952.0
12272,857.0
12273,550.0
12274,268.0
12275,96.0
12276,418.0
12277,12.0
12278,948.0
12279,3.0
12280,583.0
12281,170.0
12282,494.0
12283,691.0
12284,174.0
12285,561.0
12286,604.0
12287,738.0
12288,647.0
12289,415.0
12290,371.0
12291,754.0
12292,402.0
12293,205.0
12294,163.0
12295,974.0
12296,37.0
12297,746.0
12298,324.0
12299,273.0
12300,977.0
12301,696.0
12302,637.0
12303,843.0
12304,695.0
12305,243.0
12306,263.0
12307,834.0
12308,987.0
12309,536.0
12310,106.0
12311,631.0
12312,149.0
12313,1.0
12314,604.0
12315,700.0
12316,0.0
12317,512.0
12318,314.0
12319,957.0
12320,151.0
12321,597.0
12322,739.0
12323,186.0
12324,470.0
12325,625.0
12326,586.0
12327,678.0
12328,463.0
12329,43.0
12330,146.0
12331,151.0
12332,8.0
12333,630.0
12334,550.0
12335,162.0
12336,699.0
12337,495.0
12338,60.0
12339,136.0
12340,392.0
12341,480.0
12342,399.0
12343,146.0
12344,24.0
12345,243.0
12346,329.0
12347,1.0
12348,417.0
12349,19.0
12350,758.0
12351,622.0
12352,227.0
12353,894.0
12354,434.0
12355,212.0
12356,572.0
12357,561.0
12358,97.0
12359,906.0
12360,558.0
12361,939.0
12362,34.0
12363,289.0
12364,299.0
12365,189.0
12366,101.0
12367,997.0
12368,423.0
12369,571.0
12370,469.0
12371,624.0
12372,677.0
12373,666.0
12374,996.0
12375,808.0
12376,899.0
12377,96.0
12378,85.0
12379,404.0
12380,383.0
12381,22.0
12382,13.0
12383,596.0
12384,415.0
12385,281.0
12386,570.0
12387,707.0
12388,963.0
12389,639.0
12390,953.0
12391,338.0
12392,468.0
12393,876.0
12394,641.0
12395,249.0
12396,611.0
12397,456.0
12398,82.0
12399,121.0
12400,405.0
12401,757.0
12402,689.0
12403,410.0
12404,953.0
12405,822.0
12406,109.0
12407,296.0
12408,479.0
12409,784.0
12410,61.0
12411,331.0
12412,468.0
12413,561.0
12414,643.0
12415,443.0
12416,171.0
12417,142.0
12418,21.0
12419,94.0
12420,836.0
12421,269.0
12422,193.0
12423,169.0
12424,661.0
12425,879.0
12426,750.0
12427,461.0
12428,204.0
12429,665.0
12430,948.0
12431,255.0
12432,496.0
12433,293.0
12434,110.0
12435,265.0
12436,17.0
12437,586.0
12438,245.0
12439,297.0
12440,806.0
12441,705.0
12442,467.0
12443,192.0
12444,884.0
12445,342.0
12446,531.0
12447,662.0
12448,892.0
12449,193.0
12450,803.0
12451,659.0
12452,282.0
12453,291.0
12454,340.0
12455,856.0
12456,541.0
12457,913.0
12458,920.0
12459,447.0
12460,406.0
12461,746.0
12462,68.0
12463,205.0
12464,598.0
12465,105.0
12466,913.0
12467,93.0
12468,496.0
12469,552.0
12470,41.0
12471,839.0
12472,676.0
12473,387.0
12474,149.0
12475,317.0
12476,115.0
12477,468.0
12478,752.0
12479,486.0
12480,702.0
12481,261.0
12482,560.0
12483,669.0
12484,869.0
12485,309.0
12486,112.0
12487,250.0
12488,241.0
12489,750.0
12490,623.0
12491,96.0
12492,663.0
12493,200.0
12494,607.0
12495,125.0
12496,86.0
12497,18.0
12498,891.0
12499,27.0
12500,748.0
12501,248.0
12502,434.0
12503,534.0
12504,984.0
12505,167.0
12506,746.0
12507,384.0
12508,37.0
12509,672.0
12510,113.0
12511,354.0
12512,407.0
12513,83.0
12514,286.0
12515,16.0
12516,22.0
12517,937.0
12518,206.0
12519,199.0
12520,584.0
12521,182.0
12522,799.0
12523,646.0
12524,812.0
12525,480.0
12526,461.0
12527,764.0
12528,551.0
12529,573.0
12530,135.0
12531,108.0
12532,375.0
12533,209.0
12534,281.0
12535,601.0
12536,349.0
12537,385.0
12538,225.0
12539,504.0
12540,132.0
12541,342.0
12542,29.0
12543,403.0
12544,431.0
12545,889.0
12546,155.0
12547,584.0
12548,12.0
12549,217.0
12550,354.0
12551,210.0
12552,497.0
12553,623.0
12554,382.0
12555,138.0
12556,984.0
12557,90.0
12558,834.0
12559,621.0
12560,719.0
12561,539.0
12562,646.0
12563,987.0
12564,447.0
12565,301.0
12566,974.0
12567,726.0
12568,668.0
12569,150.0
12570,292.0
12571,616.0
12572,292.0
12573,953.0
12574,942.0
12575,922.0
12576,88.0
12577,222.0
12578,548.0
12579,779.0
12580,259.0
12581,827.0
12582,50.0
12583,500.0
12584,325.0
12585,140.0
12586,114.0
12587,747.0
12588,942.0
12589,470.0
12590,730.0
12591,968.0
12592,359.0
12593,380.0
12594,526.0
12595,443.0
12596,617.0
12597,999.0
12598,481.0
12599,308.0
12600,840.0
12601,704.0
12602,607.0
12603,215.0
12604,912.0
12605,423.0
12606,577.0
12607,522.0
12608,658.0
12609,343.0
12610,595.0
12611,747.0
12612,853.0
12613,479.0
12614,330.0
12615,97.0
12616,92.0
12617,257.0
12618,790.0
12619,613.0
12620,656.0
12621,372.0
12622,283.0
12623,682.0
12624,739.0
12625,76.0
12626,605.0
12627,190.0
12628,400.0
12629,966.0
12630,475.0
12631,167.0
12632,910.0
12633,828.0
12634,208.0
12635,805.0
12636,249.0
12637,889.0
12638,382.0
12639,434.0
12640,664.0
12641,533.0
12642,555.0
12643,866.0
12644,620.0
12645,261.0
12646,660.0
12647,591.0
12648,342.0
12649,495.0
12650,588.0
12651,582.0
12652,166.0
12653,342.0
12654,888.0
12655,396.0
12656,176.0
12657,90.0
12658,824.0
12659,917.0
12660,228.0
12661,71.0
12662,204.0
12663,727.0
12664,558.0
12665,121.0
12666,131.0
12667,861.0
12668,749.0
12669,637.0
12670,479.0
12671,893.0
12672,271.0
12673,27.0
12674,939.0
12675,834.0
12676,458.0
12677,962.0
12678,717.0
12679,950.0
12680,8.0
12681,891.0
12682,354.0
12683,188.0
12684,470.0
12685,175.0
12686,135.0
12687,291.0
12688,976.0
12689,111.0
12690,137.0
12691,247.0
12692,121.0
12693,530.0
12694,144.0
12695,526.0
12696,815.0
12697,241.0
12698,923.0
12699,76.0
12700,84.0
12701,342.0
12702,513.0
12703,371.0
12704,182.0
12705,809.0
12706,560.0
12707,530.0
12708,729.0
12709,510.0
12710,24.0
12711,22.0
12712,840.0
12713,223.0
12714,175.0
12715,990.0
12716,328.0
12717,595.0
12718,554.0
12719,304.0
12720,443.0
12721,619.0
12722,538.0
12723,969.0
12724,352.0
12725,777.0
12726,70.0
12727,103.0
12728,468.0
12729,78.0
12730,611.0
12731,734.0
12732,593.0
12733,846.0
12734,434.0
12735,52.0
12736,872.0
12737,737.0
12738,257.0
12739,144.0
12740,786.0
12741,866.0
12742,282.0
12743,753.0
12744,353.0
12745,272.0
12746,694.0
12747,167.0
12748,374.0
12749,497.0
12750,468.0
12751,888.0
12752,223.0
12753,165.0
12754,952.0
12755,222.0
12756,601.0
12757,188.0
12758,449.0
12759,4.0
12760,608.0
12761,326.0
12762,637.0
12763,163.0
12764,351.0
12765,609.0
12766,979.0
12767,849.0
12768,450.0
12769,52.0
12770,538.0
12771,691.0
12772,210.0
12773,916.0
12774,583.0
12775,841.0
12776,248.0
12777,345.0
12778,770.0
12779,359.0
12780,760.0
12781,378.0
12782,643.0
12783,937.0
12784,450.0
12785,782.0
12786,294.0
12787,324.0
12788,787.0
12789,733.0
12790,130.0
12791,673.0
12792,143.0
12793,288.0
12794,818.0
12795,716.0
12796,659.0
12797,169.0
12798,89.0
12799,168.0
12800,687.0
12801,611.0
12802,887.0
12803,590.0
12804,815.0
12805,982.0
12806,949.0
12807,763.0
12808,210.0
12809,121.0
12810,895.0
12811,620.0
12812,121.0
12813,629.0
12814,97.0
12815,489.0
12816,243.0
12817,528.0
12818,554.0
12819,934.0
12820,751.0
12821,854.0
12822,161.0
12823,249.0
12824,415.0
12825,959.0
12826,183.0
12827,275.0
12828,709.0
12829,518.0
12830,799.0
12831,5.0
12832,341.0
12833,973.0
12834,917.0
12835,914.0
12836,739.0
12837,671.0
12838,942.0
12839,274.0
12840,50.0
12841,838.0
12842,304.0
12843,902.0
12844,401.0
12845,271.0
12846,50.0
12847,738.0
12848,518.0
12849,117.0
12850,41.0
12851,631.0
12852,315.0
12853,334.0
12854,111.0
12855,444.0
12856,78.0
12857,684.0
12858,547.0
12859,228.0
12860,515.0
12861,54.0
12862,465.0
12863,810.0
12864,98.0
12865,873.0
12866,433.0
12867,215.0
12868,672.0
12869,739.0
12870,610.0
12871,355.0
12872,915.0
12873,149.0
12874,165.0
12875,654.0
12876,61.0
12877,982.0
12878,198.0
12879,715.0
12880,869.0
12881,113.0
12882,766.0
12883,764.0
12884,105.0
12885,847.0
12886,830.0
12887,134.0
12888,23.0
12889,682.0
12890,266.0
12891,895.0
12892,205.0
12893,88.0
12894,760.0
12895,135.0
12896,954.0
12897,197.0
12898,153.0
12899,242.0
12900,308.0
12901,480.0
12902,308.0
12903,135.0
12904,827.0
12905,825.0
12906,974.0
12907,241.0
12908,5.0
12909,858.0
12910,186.0
12911,205.0
12912,952.0
12913,530.0
12914,759.0
12915,618.0
12916,783.0
12917,214.0
12918,341.0
12919,402.0
12920,90.0
12921,92.0
12922,78.0
12923,343.0
12924,814.0
12925,452.0
12926,10.0
12927,542.0
12928,374.0
12929,997.0
12930,905.0
12931,962.0
12932,830.0
12933,237.0
12934,994.0
12935,662.0
12936,763.0
12937,227.0
12938,628.0
12939,843.0
12940,403.0
12941,1.0
12942,498.0
12943,555.0
12944,896.0
12945,123.0
12946,341.0
12947,188.0
12948,390.0
12949,575.0
12950,591.0
12951,835.0
12952,970.0
12953,128.0
12954,666.0
12955,733.0
12956,129.0
12957,955.0
12958,664.0
12959,477.0
12960,151.0
12961,561.0
12962,515.0
12963,309.0
12964,350.0
12965,970.0
12966,200.0
12967,46.0
12968,407.0
12969,182.0
12970,169.0
12971,712.0
12972,809.0
12973,335.0
12974,664.0
12975,891.0
12976,879.0
12977,988.0
12978,330.0
12979,413.0
12980,351.0
12981,168.0
12982,668.0
12983,868.0
12984,566.0
12985,861.0
12986,713.0
12987,346.0
12988,210.0
12989,343.0
12990,415.0
12991,396.0
12992,757.0
12993,471.0
12994,397.0
12995,342.0
12996,251.0
12997,562.0
12998,467.0
12999,431.0
13000,921.0
13001,199.0
13002,614.0
13003,414.0
13004,195.0
13005,193.0
13006,890.0
13007,574.0
13008,951.0
13009,951.0
